seed,step,step_fraction,train_loss,gradient_norm,update_norm,capacity_select_loss,actual_full_response_cost,response_rank,row_space_rotation,history_path_length,current_capacity,current_capacity_rate,kernel_projector_drift_rate,source_capacity,source_capacity_rate,source_kernel_drift_rate,permuted_capacity,future_heldout_gain,mismatched_capacity_rate,mismatched_drift_rate
89852,12,0.5,5.287375450134277,0.3573002815246582,1.638298511505127,8.556512832641602,0.013056614436209202,12,0.5832908298745129,10.059010863304138,0.16260528564453125,0.002271409145785127,0.08704222993005253,0.044137689802381724,-0.003173209309455532,0.0,0.01111406750149197,1.4701242446899414,0.0020302820160436564,0.09109525108264595
89852,18,0.75,3.420590400695801,0.30734145641326904,1.5815465450286865,7.227158546447754,0.010830072686076164,12,0.7588562124040199,9.699262976646423,0.17850589752197263,0.0016393628996065335,0.08811872061661967,0.024658944871690538,-0.0020082706260868984,0.0,0.012340863545735676,1.1910343170166016,0.004261146645655808,0.11180922696810078
89853,12,0.5,5.965812683105469,0.2953760027885437,1.6911007165908813,10.014191627502441,0.005933689419180155,12,0.5431305855657508,10.352309465408325,0.096222718556722,0.0020302820160436564,0.09109525108264595,0.013379679785834417,0.00027258611430831635,0.0,0.006870561175876194,1.2454686164855957,0.004938852506813557,0.07769437581727524
89853,18,0.75,4.240016460418701,0.28938305377960205,1.672998309135437,9.465133666992188,0.009236508049070835,12,0.8072686609893914,10.097368478775024,0.13924908638000488,0.004261146645655808,0.11180922696810078,0.009647157457139757,-0.00036965297805468183,0.0,0.00978324148390028,1.6855809688568115,0.003122466741602259,0.07638087911054316
89854,12,0.5,5.348057746887207,0.3601936399936676,1.6915085315704346,9.013225555419922,0.011046801693737507,12,0.5618089646086409,10.26982855796814,0.24472999572753906,0.004938852506813557,0.07769437581727524,0.06682342953152126,-0.003929465852187552,0.0,0.016984515719943576,1.4595856666564941,0.004075773748772703,0.09810879684619724
89854,18,0.75,3.573854923248291,0.24344046413898468,1.6073472499847412,7.840890884399414,0.008495524525642395,12,0.7391916137036694,10.040640592575073,0.27608156204223633,0.003122466741602259,0.07638087911054316,0.03847371207343207,-0.0028234968871461695,0.0,0.019364277521769203,1.209151029586792,0.007229183027072182,0.09062291303080658
89855,12,0.5,6.366850852966309,0.24602492153644562,1.6369413137435913,10.558952331542969,0.009998392313718796,12,0.581063274995733,10.010431408882141,0.10745334625244139,0.004075773748772703,0.09810879684619724,0.014201058281792535,0.0004891220653891738,0.0,0.006949451234605576,0.8760509490966797,0.0026933650192719405,0.07884269742435153
89855,18,0.75,4.93795919418335,0.23413680493831635,1.5930432081222534,10.112030029296875,0.010035023093223572,12,0.7895738406334429,9.724223971366882,0.1777515411376953,0.007229183027072182,0.09062291303080658,0.023545397652520072,0.0009609341987846104,0.0,0.011741638183593748,1.1197123527526855,0.003805745949853377,0.0937288393824305
89856,12,0.5,5.732413291931152,0.2982330322265625,1.672895908355713,10.021073341369629,0.018382355570793152,12,0.5385415807896567,10.290709376335144,0.16023540496826172,0.0026933650192719405,0.07884269742435153,0.05551854769388834,-0.0051599300807004655,0.0,0.011178705427381726,0.7966980934143066,0.004422109648515824,0.0907723463512825
89856,18,0.75,4.09436559677124,0.24315805733203888,1.6017460823059082,9.382261276245117,0.017473138868808746,12,0.7195174169597632,9.890750646591187,0.1978770891825358,0.003805745949853377,0.0937288393824305,0.02790612644619412,-0.0027917417225770164,0.0,0.01419740253024631,0.6986536979675293,0.0029433416990434125,0.08658936772889099
