seed,step,row_space_rotation,update_norm,actual_full_response_cost,actual_heldout_auc,current_kernel_heldout_auc,source_kernel_heldout_auc,far_time_kernel_heldout_auc,permuted_kernel_heldout_auc,current_minus_actual_auc,current_minus_source_kernel_auc,current_minus_far_time_kernel_auc,current_minus_permuted_kernel_auc
85742,8,0.46497339208985367,0.03288443759083748,0.07619346169676645,0.0003140040681149277,0.0016459204110862435,0.0015866883578504372,0.001541903108369963,0.0003139737288187042,0.0013319163429713159,5.923205323580638e-05,0.00010401730271628051,0.0013319466822675394
85742,12,0.46645380787248236,0.0326419398188591,0.08314618272052295,0.000546001808317721,0.001851821899085282,0.0018118717053269744,0.0017283854084064003,0.000542753679750303,0.001305820090767561,3.9950193758307544e-05,0.00012343649067888163,0.001309068219334979
85742,16,0.46019342475355335,0.030641423538327217,0.047133972491497055,0.00024830703573614247,0.0012154941159240318,0.0010014118057296141,0.0010014118057296141,0.0002480466208477176,0.0009671870801878893,0.00021408231019441767,0.00021408231019441767,0.0009674474950763141
85742,20,0.43626166570505703,0.02952568233013153,0.04240775944419355,2.4867064320076448e-06,0.0005502045886344176,0.0004826595034091718,0.0005209803902857246,2.9943416327159344e-06,0.00054771788220241,6.754508522524577e-05,2.9224198348692942e-05,0.0005472102470017017
85742,24,0.41755575397553507,0.029599523171782494,0.04233493139070214,-0.00010365489524782889,-4.506952090488347e-05,-7.063911040284007e-05,-5.669159055000464e-05,-0.00010040886596720161,5.8585374342945424e-05,2.55695894979566e-05,1.162206964512117e-05,5.533934506231814e-05
85742,28,0.4000877280781414,0.028463177382946014,0.039666102305293494,0.0,-0.00032851258880417506,-0.0003290199167161118,-0.00031753707227274997,0.0,-0.00032851258880417506,5.073279119367671e-07,-1.097551653142509e-05,-0.00032851258880417506
85743,0,3.332000937312528e-08,0.06924812495708466,0.2104235069185105,0.001106152651857965,0.00491131080391749,0.00491131080391749,0.003997943991057425,0.0010931871812309762,0.003805158152059525,0.0,0.0009133668128600654,0.003818123622686514
85743,4,0.39262268747137735,0.03668774291872978,0.08670163777486291,0.0,0.0007406419534120577,0.0008760748383303909,0.0009730310502785906,0.0,0.0007406419534120577,-0.00013543288491833316,-0.00023238909686653286,0.0007406419534120577
85743,8,0.5053352123708501,0.03279201686382294,0.0629134246377909,0.0,0.00011487564573242626,0.0003120740217088339,0.0,0.0,0.00011487564573242626,-0.00019719837597640766,0.00011487564573242626,0.00011487564573242626
85743,12,0.5457828053698012,0.03081589750945568,0.062205103487461604,0.0003526366493128492,0.0015345372712033398,0.0011974611492084218,0.001181455440570772,0.0003473611283005181,0.0011819006218904905,0.00033707612199491803,0.0003530818306325678,0.0011871761429028218
